nom_instance,config,root_obj,obj_sol1,time_sol1,gap_sol1,time,solved,feas,opt,obj,LB,gap,nb_nodes,nb_cuts,valid
inst20_6_LIN_f5.txt,K ,"5,80","233,22","96,45","1000000000000000000000000000000000000000000000000000000000000000000000000000,00","1000,00",1,1,0,"206,47","5,81","97,19",101133,0,1
inst20_6_LIN_f5.txt,P ,"5,80","263,57","555,22","1000000000000000000000000000000000000000000000000000000000000000000000000000,00","1000,00",1,1,0,"206,47","5,80","97,19",72600,501,1
inst20_6_LIN_f5.txt,ITK ,"5,83","241,59","10,42","1000000000000000000000000000000000000000000000000000000000000000000000000000,00","1000,00",1,1,0,"206,47","6,21","96,99",50051,0,1
inst20_6_LIN_f5.txt,PIT ,"5,83",,,,"1000,00",0,,,,,,,,
inst20_6_LIN_f5.txt,PIK ,"5,80","243,19","79,16","1000000000000000000000000000000000000000000000000000000000000000000000000000,00","1000,00",1,1,0,"207,95","5,80","97,21",17091,501,1
inst20_6_LIN_f5.txt,PTK ,"5,83","250,85","957,01","1000000000000000000000000000000000000000000000000000000000000000000000000000,00","1000,00",1,1,0,"212,55","6,21","97,08",9799,501,1
inst20_6_LIN_f5.txt,PITK ,"5,83","234,55","27,75","1000000000000000000000000000000000000000000000000000000000000000000000000000,00","1000,00",1,1,0,"207,01","8,80","95,75",29500,501,1
inst20_7_LIN_f5.txt, ,"20,77","232,09","379,85","1000000000000000000000000000000000000000000000000000000000000000000000000000,00","1000,00",1,1,0,"203,65","21,10","89,64",156020,0,1
inst20_7_LIN_f5.txt,I ,"20,77","222,99","411,45","1000000000000000000000000000000000000000000000000000000000000000000000000000,00","1000,00",1,1,0,"203,65","20,84","89,77",99100,0,1
inst20_7_LIN_f5.txt,T ,"21,41",,,,"1000,00",0,,,,,,,,
inst20_7_LIN_f5.txt,K ,"20,77","234,57","722,22","1000000000000000000000000000000000000000000000000000000000000000000000000000,00","1000,00",1,1,0,"203,65","20,78","89,80",99000,0,1
inst20_7_LIN_f5.txt,P ,"20,77","226,67","395,84","1000000000000000000000000000000000000000000000000000000000000000000000000000,00","1000,23",1,1,0,"203,65","20,88","89,74",93500,501,1
inst20_7_LIN_f5.txt,ITK ,"21,01","228,59","623,14","1000000000000000000000000000000000000000000000000000000000000000000000000000,00","1000,00",1,1,0,"203,65","23,36","88,53",73640,0,1
inst20_7_LIN_f5.txt,PIT ,"21,01",,,,"1000,00",0,,,,,,,,
